state,year,month,period,indicator,percent_complete,percent_pending_investigation,state_name,footnote,footnote_symbol,data_value,predicted_value,date
KY,2023,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.020074458,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,323.0,323,2023-04-01
KY,2023,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.020080321,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,321.0,321,2023-05-01
KY,2023,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.020165356,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,310.0,310,2023-06-01
KY,2023,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.022091717,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,305.0,305,2023-07-01
KY,2023,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.022217696,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,300.0,300,2023-08-01
KY,2023,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.024122319,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,293.0,293,2023-09-01
KY,2023,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.024194149,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,276.0,276,2023-10-01
KY,2023,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.020630931,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,278.0,278,2023-11-01
KY,2023,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.018820341,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,270.0,270,2023-12-01
KY,2024,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.020655338,Kentucky,Underreported due to incomplete data.,*,269.0,269,2024-01-01
KY,2024,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.02065495,Kentucky,Underreported due to incomplete data.,*,258.0,258,2024-02-01
KY,2024,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.02066465,Kentucky,Underreported due to incomplete data.,*,244.0,244,2024-03-01
KY,2024,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.020668921,Kentucky,Underreported due to incomplete data.,*,235.0,235,2024-04-01
KY,2024,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.022580584,Kentucky,Underreported due to incomplete data.,*,231.0,231,2024-05-01
KY,2024,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.020721875,Kentucky,Underreported due to incomplete data.,*,221.0,221,2024-06-01
KY,2024,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.018862586,Kentucky,Underreported due to incomplete data.,*,210.0,210,2024-07-01
KY,2024,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.018846944,Kentucky,Underreported due to incomplete data.,*,209.0,209,2024-08-01
KY,2024,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.015091207,Kentucky,Underreported due to incomplete data.,*,209.0,209,2024-09-01
KY,2024,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.016988504,Kentucky,Underreported due to incomplete data.,*,206.0,206,2024-10-01
KY,2024,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.018963457,Kentucky,Underreported due to incomplete data.,*,202.0,202,2024-11-01
KY,2024,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.013382274,Kentucky,Underreported due to incomplete data.,*,204.0,204,2024-12-01
KY,2025,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.013382786,Kentucky,Underreported due to incomplete data.,*,203.0,203,2025-01-01
KY,2025,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.013319126,Kentucky,Underreported due to incomplete data.,*,206.0,206,2025-02-01
KY,2025,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.013259585,Kentucky,Underreported due to incomplete data.,*,212.0,212,2025-03-01
KY,2025,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.013275931,Kentucky,Underreported due to incomplete data.,*,215.0,215,2025-04-01
KY,2025,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.011368373,Kentucky,Underreported due to incomplete data.,*,230.0,230,2025-05-01
KY,2025,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.01516789,Kentucky,Underreported due to incomplete data.,*,228.0,228,2025-06-01
KY,2025,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.017004232,Kentucky,Underreported due to incomplete data.,*,223.0,223,2025-07-01
KY,2025,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.0207751,Kentucky,Underreported due to incomplete data.,*,224.0,224,2025-08-01
KY,2025,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.024591404,Kentucky,Underreported due to incomplete data.,*,216.0,216,2025-09-01
KY,2025,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.028478129,Kentucky,Underreported due to incomplete data.,*,209.0,209,2025-10-01
KY,2015,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.015586382,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-01-01
KY,2015,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.015441971,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-02-01
KY,2015,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.015400524,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-03-01
KY,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-04-01
KY,2015,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.01744744,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-05-01
KY,2015,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.017452388,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-06-01
KY,2015,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.017422741,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-07-01
KY,2015,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.0152207,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-08-01
KY,2015,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.010829778,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-09-01
KY,2015,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.010782369,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-10-01
KY,2015,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.006466075,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-11-01
KY,2015,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.004329473,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2015-12-01
KY,2016,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002182501,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-01-01
KY,2016,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002180835,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-02-01
KY,2016,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002172072,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-03-01
KY,2016,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.004319001,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-04-01
KY,2016,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002161274,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-05-01
KY,2016,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002152574,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-06-01
KY,2016,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002146245,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-07-01
KY,2016,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002138168,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-08-01
KY,2016,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.002125308,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-09-01
KY,2016,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.004248991,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-10-01
KY,2016,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.010574625,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-11-01
KY,2016,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.010502878,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2016-12-01
KY,2017,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.012542068,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-01-01
KY,2017,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.012519823,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-02-01
KY,2017,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.012494794,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-03-01
KY,2017,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.012488032,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-04-01
KY,2017,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.014542131,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-05-01
KY,2017,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016578936,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-06-01
KY,2017,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016587874,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-07-01
KY,2017,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.018693918,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-08-01
KY,2017,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.018745314,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-09-01
KY,2017,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016678133,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-10-01
KY,2017,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.012540495,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-11-01
KY,2017,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016661807,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2017-12-01
KY,2018,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016524829,Kentucky,Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.,**,,,2018-01-01
KY,2018,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016548072,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,416.0,416,2018-02-01
KY,2018,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016580998,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,397.0,397,2018-03-01
KY,2018,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020753777,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,377.0,377,2018-04-01
KY,2018,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020754639,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,352.0,352,2018-05-01
KY,2018,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.018722696,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,345.0,345,2018-06-01
KY,2018,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.018719191,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,337.0,337,2018-07-01
KY,2018,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016602333,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,332.0,332,2018-08-01
KY,2018,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016572411,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,339.0,339,2018-09-01
KY,2018,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016499948,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,316.0,316,2018-10-01
KY,2018,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016434191,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,323.0,323,2018-11-01
KY,2018,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.014480162,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,320.0,320,2018-12-01
KY,2019,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016729402,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,318.0,318,2019-01-01
KY,2019,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016726254,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,318.0,318,2019-02-01
KY,2019,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.016649324,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,319.0,319,2019-03-01
KY,2019,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.010381198,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,318.0,318,2019-04-01
KY,2019,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.010358401,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,333.0,333,2019-05-01
KY,2019,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.012377514,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,331.0,331,2019-06-01
KY,2019,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.01235763,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,335.0,335,2019-07-01
KY,2019,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.018533773,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,332.0,332,2019-08-01
KY,2019,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020552027,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,328.0,328,2019-09-01
KY,2019,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.022632348,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,344.0,344,2019-10-01
KY,2019,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.022638869,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,333.0,333,2019-11-01
KY,2019,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020482989,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,345.0,345,2019-12-01
KY,2020,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.018370346,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,344.0,344,2020-01-01
KY,2020,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020359964,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,356.0,356,2020-02-01
KY,2020,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.022450812,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,359.0,359,2020-03-01
KY,2020,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.028455285,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,375.0,375,2020-04-01
KY,2020,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.026190668,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,397.0,397,2020-05-01
KY,2020,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.030083632,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,418.0,418,2020-06-01
KY,2020,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.029766039,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,436.0,436,2020-07-01
KY,2020,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.027409061,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,443.0,443,2020-08-01
KY,2020,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.025178184,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,465.0,465,2020-09-01
KY,2020,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.032349527,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,462.0,462,2020-10-01
KY,2020,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.029703889,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,475.0,475,2020-11-01
KY,2020,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.032310758,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,470.0,470,2020-12-01
KY,2021,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.033313462,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,478.0,478,2021-01-01
KY,2021,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.033011902,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,482.0,482,2021-02-01
KY,2021,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.039736015,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,487.0,487,2021-03-01
KY,2021,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.03787944,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,492.0,492,2021-04-01
KY,2021,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.037873571,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,470.0,470,2021-05-01
KY,2021,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.037698345,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,470.0,470,2021-06-01
KY,2021,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.039387608,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,456.0,456,2021-07-01
KY,2021,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.038923017,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,468.0,468,2021-08-01
KY,2021,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.042757532,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,462.0,462,2021-09-01
KY,2021,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.0423943,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,463.0,463,2021-10-01
KY,2021,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.054137411,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,450.0,450,2021-11-01
KY,2021,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.057967174,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,441.0,441,2021-12-01
KY,2022,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.055944056,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,436.0,436,2022-01-01
KY,2022,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.053738051,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,423.0,423,2022-02-01
KY,2022,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.048729777,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,405.0,405,2022-03-01
KY,2022,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.048817001,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,384.0,384,2022-04-01
KY,2022,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.048927669,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,374.0,374,2022-05-01
KY,2022,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.045687433,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,370.0,370,2022-06-01
KY,2022,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.045672528,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,374.0,374,2022-07-01
KY,2022,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.042945393,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,358.0,358,2022-08-01
KY,2022,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.040914438,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,347.0,347,2022-09-01
KY,2022,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.032867423,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,354.0,354,2022-10-01
KY,2022,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.026013666,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,353.0,353,2022-11-01
KY,2022,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.026231572,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,352.0,352,2022-12-01
KY,2023,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.025039348,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,349.0,349,2023-01-01
KY,2023,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.027248451,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,349.0,349,2023-02-01
KY,2023,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.023688478,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,362.0,362,2023-03-01
KY,2023,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020074458,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,358.0,358,2023-04-01
KY,2023,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020080321,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,357.0,357,2023-05-01
KY,2023,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020165356,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,346.0,346,2023-06-01
KY,2023,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.022091717,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,343.0,343,2023-07-01
KY,2023,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.022217696,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,340.0,340,2023-08-01
KY,2023,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.024122319,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,336.0,336,2023-09-01
KY,2023,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.024194149,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,321.0,321,2023-10-01
KY,2023,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020630931,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,326.0,326,2023-11-01
KY,2023,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.018820341,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,320.0,320,2023-12-01
KY,2024,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.020655338,Kentucky,Underreported due to incomplete data.,*,322.0,322,2024-01-01
