state,year,month,period,indicator,percent_complete,percent_pending_investigation,state_name,footnote,footnote_symbol,data_value,predicted_value
CT,2019,May,12 month-ending,Number of Deaths,100,0.053903228,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31538,
CT,2019,June,12 month-ending,Number of Deaths,100,0.06629625,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31676,
CT,2019,July,12 month-ending,Number of Deaths,100,0.066275327,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31686,
CT,2019,August,12 month-ending,Number of Deaths,100,0.07869802,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31767,
CT,2019,September,12 month-ending,Number of Deaths,100,0.078757521,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31743,
CT,2019,October,12 month-ending,Number of Deaths,100,0.085058123,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31743,
CT,2019,November,12 month-ending,Number of Deaths,100,0.091063242,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31846,
CT,2019,December,12 month-ending,Number of Deaths,100,0.165993298,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31929,
CT,2020,January,12 month-ending,Number of Deaths,100,0.144304671,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31877,
CT,2020,February,12 month-ending,Number of Deaths,100,0.141251805,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31858,
CT,2020,March,12 month-ending,Number of Deaths,100,0.140915639,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,31934,
CT,2020,April,12 month-ending,Number of Deaths,100,0.132825133,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34632,
CT,2020,May,12 month-ending,Number of Deaths,100,0.127402648,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,36106,
CT,2020,June,12 month-ending,Number of Deaths,100,0.118732052,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,36216,
CT,2020,July,12 month-ending,Number of Deaths,100,0.124244181,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,36219,
CT,2020,August,12 month-ending,Number of Deaths,100,0.113319145,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,36181,
CT,2020,September,12 month-ending,Number of Deaths,100,0.112829545,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,36338,
CT,2020,October,12 month-ending,Number of Deaths,100,0.106662291,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,36564,
CT,2020,November,12 month-ending,Number of Deaths,100,0.102613955,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,37032,
CT,2020,December,12 month-ending,Number of Deaths,100,0.036738657,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,38107,
CT,2021,January,12 month-ending,Number of Deaths,100,0.035861574,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,39039,
CT,2021,February,12 month-ending,Number of Deaths,100,0.033153116,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,39212,
CT,2021,March,12 month-ending,Number of Deaths,100,0.030703887,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,39083,
CT,2021,April,12 month-ending,Number of Deaths,100,0.0303047,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,36298,
CT,2021,May,12 month-ending,Number of Deaths,100,0.037187482,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34958,
CT,2021,June,12 month-ending,Number of Deaths,100,0.034437238,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34846,
CT,2021,July,12 month-ending,Number of Deaths,100,0.028628686,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34930,
CT,2021,August,12 month-ending,Number of Deaths,100,0.028402636,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35208,
CT,2021,September,12 month-ending,Number of Deaths,100,0.031046259,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35431,
CT,2021,October,12 month-ending,Number of Deaths,100,0.03099552,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35489,
CT,2021,November,12 month-ending,Number of Deaths,100,0.019823851,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35311,
CT,2021,December,12 month-ending,Number of Deaths,100,0.02589481,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34756,
CT,2022,January,12 month-ending,Number of Deaths,100,0.025713551,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35001,
CT,2022,February,12 month-ending,Number of Deaths,100,0.025632262,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35112,
CT,2022,March,12 month-ending,Number of Deaths,100,0.025701802,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35017,
CT,2022,April,12 month-ending,Number of Deaths,100,0.02276867,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35136,
CT,2022,May,12 month-ending,Number of Deaths,100,0.017004393,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35285,
CT,2022,June,12 month-ending,Number of Deaths,100,0.016960651,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35376,
CT,2022,July,12 month-ending,Number of Deaths,100,0.014104372,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35450,
CT,2022,August,12 month-ending,Number of Deaths,100,0.014176756,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35269,
CT,2022,September,12 month-ending,Number of Deaths,100,0.008562133,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35038,
CT,2022,October,12 month-ending,Number of Deaths,100,0.005707437,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,35042,
CT,2022,November,12 month-ending,Number of Deaths,100,0.005717553,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34980,
CT,2022,December,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34978,
CT,2023,January,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,34083,
CT,2023,February,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33828,
CT,2023,March,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33799,
CT,2023,April,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33715,
CT,2023,May,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33520,
CT,2023,June,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33408,
CT,2023,July,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33314,
CT,2023,August,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33343,
CT,2023,September,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33409,
CT,2023,October,12 month-ending,Number of Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33381,
CT,2023,November,12 month-ending,Number of Deaths,100,0.003007519,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,33250,
CT,2023,December,12 month-ending,Number of Deaths,100,0.006078843,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,32901,
CT,2024,January,12 month-ending,Number of Deaths,100,0.0060818,Connecticut,Underreported due to incomplete data.,*,32885,
CT,2024,February,12 month-ending,Number of Deaths,100,0.006076626,Connecticut,Underreported due to incomplete data.,*,32913,
CT,2024,March,12 month-ending,Number of Deaths,100,0.006043939,Connecticut,Underreported due to incomplete data.,*,33091,
CT,2024,April,12 month-ending,Number of Deaths,100,0.006024096,Connecticut,Underreported due to incomplete data.,*,33200,
CT,2024,May,12 month-ending,Number of Deaths,100,0.006028454,Connecticut,Underreported due to incomplete data.,*,33176,
CT,2024,June,12 month-ending,Number of Deaths,100,0.006013591,Connecticut,Underreported due to incomplete data.,*,33258,
CT,2024,July,12 month-ending,Number of Deaths,100,0.009031248,Connecticut,Underreported due to incomplete data.,*,33218,
CT,2024,August,12 month-ending,Number of Deaths,100,0.009015507,Connecticut,Underreported due to incomplete data.,*,33276,
CT,2024,September,12 month-ending,Number of Deaths,100,0.009040501,Connecticut,Underreported due to incomplete data.,*,33184,
CT,2024,October,12 month-ending,Number of Deaths,100,0.012110936,Connecticut,Underreported due to incomplete data.,*,33028,
CT,2024,November,12 month-ending,Number of Deaths,100,0.009114386,Connecticut,Underreported due to incomplete data.,*,32915,
CT,2024,December,12 month-ending,Number of Deaths,100,0.00609366,Connecticut,Underreported due to incomplete data.,*,32821,
CT,2025,January,12 month-ending,Number of Deaths,100,0.006064281,Connecticut,Underreported due to incomplete data.,*,32980,
CT,2025,February,12 month-ending,Number of Deaths,100,0.006019926,Connecticut,Underreported due to incomplete data.,*,33223,
CT,2025,March,12 month-ending,Number of Deaths,100,0.009048136,Connecticut,Underreported due to incomplete data.,*,33156,
CT,2025,April,12 month-ending,Number of Deaths,100,0.00909394,Connecticut,Underreported due to incomplete data.,*,32989,
CT,2025,May,12 month-ending,Number of Deaths,100,0.009115216,Connecticut,Underreported due to incomplete data.,*,32912,
CT,2025,June,12 month-ending,Number of Deaths,100,0.012192148,Connecticut,Underreported due to incomplete data.,*,32808,
CT,2025,July,12 month-ending,Number of Deaths,100,0.00917768,Connecticut,Underreported due to incomplete data.,*,32688,
CT,2025,August,12 month-ending,Number of Deaths,100,0.009209517,Connecticut,Underreported due to incomplete data.,*,32575,
CT,2025,September,12 month-ending,Number of Deaths,100,0.015354851,Connecticut,Underreported due to incomplete data.,*,32563,
CT,2025,October,12 month-ending,Number of Deaths,100,0.039893209,Connecticut,Underreported due to incomplete data.,*,32587,
CT,2015,January,12 month-ending,Number of Drug Overdose Deaths,100,0.009926872,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,631,631
CT,2015,February,12 month-ending,Number of Drug Overdose Deaths,100,0.009885004,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,633,633
CT,2015,March,12 month-ending,Number of Drug Overdose Deaths,100,0.009837033,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,639,639
CT,2015,April,12 month-ending,Number of Drug Overdose Deaths,100,0.009858368,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,650,650
CT,2015,May,12 month-ending,Number of Drug Overdose Deaths,100,0.0131419,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,652,652
CT,2015,June,12 month-ending,Number of Drug Overdose Deaths,100,0.013111315,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,670,670
CT,2015,July,12 month-ending,Number of Drug Overdose Deaths,100,0.016333464,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,722,722
CT,2015,August,12 month-ending,Number of Drug Overdose Deaths,100,0.016367148,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,728,728
CT,2015,September,12 month-ending,Number of Drug Overdose Deaths,100,0.019636078,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,748,748
CT,2015,October,12 month-ending,Number of Drug Overdose Deaths,100,0.016331863,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,779,779
CT,2015,November,12 month-ending,Number of Drug Overdose Deaths,100,0.019511561,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,800,800
CT,2015,December,12 month-ending,Number of Drug Overdose Deaths,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,799,799
CT,2016,January,12 month-ending,Number of Drug Overdose Deaths,100,0.0164647,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,824,824
CT,2016,February,12 month-ending,Number of Drug Overdose Deaths,100,0.016539314,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,836,836
CT,2016,March,12 month-ending,Number of Drug Overdose Deaths,100,0.01657715,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,849,849
CT,2016,April,12 month-ending,Number of Drug Overdose Deaths,100,0.016557388,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,869,869
CT,2016,May,12 month-ending,Number of Drug Overdose Deaths,100,0.01324591,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,895,895
CT,2016,June,12 month-ending,Number of Drug Overdose Deaths,100,0.016562873,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,909,909
CT,2016,July,12 month-ending,Number of Drug Overdose Deaths,100,0.013291686,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,906,906
CT,2016,August,12 month-ending,Number of Drug Overdose Deaths,100,0.016580448,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,928,928
CT,2016,September,12 month-ending,Number of Drug Overdose Deaths,100,0.016617921,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,929,929
CT,2016,October,12 month-ending,Number of Drug Overdose Deaths,100,0.016580998,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,918,918
CT,2016,November,12 month-ending,Number of Drug Overdose Deaths,100,0.016504918,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,939,939
CT,2016,December,12 month-ending,Number of Drug Overdose Deaths,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,974,974
CT,2017,January,12 month-ending,Number of Drug Overdose Deaths,100,0.025945385,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,985,985
CT,2017,February,12 month-ending,Number of Drug Overdose Deaths,100,0.025787319,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,994,994
CT,2017,March,12 month-ending,Number of Drug Overdose Deaths,100,0.0257566,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1019,1019
CT,2017,April,12 month-ending,Number of Drug Overdose Deaths,100,0.025720992,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1018,1018
CT,2017,May,12 month-ending,Number of Drug Overdose Deaths,100,0.025710246,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1046,1046
CT,2017,June,12 month-ending,Number of Drug Overdose Deaths,100,0.022401434,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1056,1056
CT,2017,July,12 month-ending,Number of Drug Overdose Deaths,100,0.02233211,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1074,1074
CT,2017,August,12 month-ending,Number of Drug Overdose Deaths,100,0.019124116,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1081,1081
CT,2017,September,12 month-ending,Number of Drug Overdose Deaths,100,0.015851377,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1083,1083
CT,2017,October,12 month-ending,Number of Drug Overdose Deaths,100,0.015867475,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1092,1092
CT,2017,November,12 month-ending,Number of Drug Overdose Deaths,100,0.015911405,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1066,1066
CT,2017,December,12 month-ending,Number of Drug Overdose Deaths,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1080,1080
CT,2018,January,12 month-ending,Number of Drug Overdose Deaths,100,0.009450307,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1053,1053
CT,2018,February,12 month-ending,Number of Drug Overdose Deaths,100,0.009502993,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1058,1058
CT,2018,March,12 month-ending,Number of Drug Overdose Deaths,100,0.009515653,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1065,1065
CT,2018,April,12 month-ending,Number of Drug Overdose Deaths,100,0.009505101,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1065,1065
CT,2018,May,12 month-ending,Number of Drug Overdose Deaths,100,0.018993352,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1052,1052
CT,2018,June,12 month-ending,Number of Drug Overdose Deaths,100,0.019077295,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1069,1069
CT,2018,July,12 month-ending,Number of Drug Overdose Deaths,100,0.022194039,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1066,1066
CT,2018,August,12 month-ending,Number of Drug Overdose Deaths,100,0.022145591,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1063,1063
CT,2018,September,12 month-ending,Number of Drug Overdose Deaths,100,0.025307646,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1083,1083
CT,2018,October,12 month-ending,Number of Drug Overdose Deaths,100,0.028427037,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1081,1081
CT,2018,November,12 month-ending,Number of Drug Overdose Deaths,100,0.034761724,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1097,1097
CT,2018,December,12 month-ending,Number of Drug Overdose Deaths,100,0.028617762,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1070,1070
CT,2019,January,12 month-ending,Number of Drug Overdose Deaths,100,0.051218029,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1087,1087
CT,2019,February,12 month-ending,Number of Drug Overdose Deaths,100,0.057403451,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1080,1080
CT,2019,March,12 month-ending,Number of Drug Overdose Deaths,100,0.060244784,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1074,1074
CT,2019,April,12 month-ending,Number of Drug Overdose Deaths,100,0.063451777,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1080,1080
CT,2019,May,12 month-ending,Number of Drug Overdose Deaths,100,0.053903228,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1093,1093
CT,2019,June,12 month-ending,Number of Drug Overdose Deaths,100,0.06629625,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1102,1102
CT,2019,July,12 month-ending,Number of Drug Overdose Deaths,100,0.066275327,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1130,1130
CT,2019,August,12 month-ending,Number of Drug Overdose Deaths,100,0.07869802,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1183,1185
CT,2019,September,12 month-ending,Number of Drug Overdose Deaths,100,0.078757521,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1185,1187
CT,2019,October,12 month-ending,Number of Drug Overdose Deaths,100,0.085058123,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1189,1192
CT,2019,November,12 month-ending,Number of Drug Overdose Deaths,100,0.091063242,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1197,1201
CT,2019,December,12 month-ending,Number of Drug Overdose Deaths,100,0.165993298,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1231,1250
CT,2020,January,12 month-ending,Number of Drug Overdose Deaths,100,0.144304671,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1263,1278
CT,2020,February,12 month-ending,Number of Drug Overdose Deaths,100,0.141251805,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1276,1291
CT,2020,March,12 month-ending,Number of Drug Overdose Deaths,100,0.140915639,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1288,1303
CT,2020,April,12 month-ending,Number of Drug Overdose Deaths,100,0.132825133,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1333,1346
CT,2020,May,12 month-ending,Number of Drug Overdose Deaths,100,0.127402648,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1348,1360
CT,2020,June,12 month-ending,Number of Drug Overdose Deaths,100,0.118732052,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1348,1359
CT,2020,July,12 month-ending,Number of Drug Overdose Deaths,100,0.124244181,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1362,1374
CT,2020,August,12 month-ending,Number of Drug Overdose Deaths,100,0.113319145,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1324,1333
CT,2020,September,12 month-ending,Number of Drug Overdose Deaths,100,0.112829545,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1353,1362
CT,2020,October,12 month-ending,Number of Drug Overdose Deaths,100,0.106662291,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1364,1372
CT,2020,November,12 month-ending,Number of Drug Overdose Deaths,100,0.102613955,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1368,1375
CT,2020,December,12 month-ending,Number of Drug Overdose Deaths,100,0.036738657,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1385,1385
CT,2021,January,12 month-ending,Number of Drug Overdose Deaths,100,0.035861574,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1393,1393
CT,2021,February,12 month-ending,Number of Drug Overdose Deaths,100,0.033153116,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1417,1417
CT,2021,March,12 month-ending,Number of Drug Overdose Deaths,100,0.030703887,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1432,1432
CT,2021,April,12 month-ending,Number of Drug Overdose Deaths,100,0.0303047,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1418,1418
CT,2021,May,12 month-ending,Number of Drug Overdose Deaths,100,0.037187482,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1435,1435
CT,2021,June,12 month-ending,Number of Drug Overdose Deaths,100,0.034437238,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1449,1449
CT,2021,July,12 month-ending,Number of Drug Overdose Deaths,100,0.028628686,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1461,1461
CT,2021,August,12 month-ending,Number of Drug Overdose Deaths,100,0.028402636,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1510,1510
CT,2021,September,12 month-ending,Number of Drug Overdose Deaths,100,0.031046259,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1525,1525
CT,2021,October,12 month-ending,Number of Drug Overdose Deaths,100,0.03099552,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1541,1541
CT,2021,November,12 month-ending,Number of Drug Overdose Deaths,100,0.019823851,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1566,1566
CT,2021,December,12 month-ending,Number of Drug Overdose Deaths,100,0.02589481,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1562,1562
CT,2022,January,12 month-ending,Number of Drug Overdose Deaths,100,0.025713551,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1547,1547
CT,2022,February,12 month-ending,Number of Drug Overdose Deaths,100,0.025632262,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1541,1541
CT,2022,March,12 month-ending,Number of Drug Overdose Deaths,100,0.025701802,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1541,1541
CT,2022,April,12 month-ending,Number of Drug Overdose Deaths,100,0.02276867,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1543,1543
CT,2022,May,12 month-ending,Number of Drug Overdose Deaths,100,0.017004393,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1529,1529
CT,2022,June,12 month-ending,Number of Drug Overdose Deaths,100,0.016960651,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1516,1516
CT,2022,July,12 month-ending,Number of Drug Overdose Deaths,100,0.014104372,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1486,1486
CT,2022,August,12 month-ending,Number of Drug Overdose Deaths,100,0.014176756,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1460,1460
CT,2022,September,12 month-ending,Number of Drug Overdose Deaths,100,0.008562133,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1450,1450
CT,2022,October,12 month-ending,Number of Drug Overdose Deaths,100,0.005707437,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1478,1478
CT,2022,November,12 month-ending,Number of Drug Overdose Deaths,100,0.005717553,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1481,1481
CT,2022,December,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1476,1476
CT,2023,January,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1476,1476
CT,2023,February,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1493,1493
CT,2023,March,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1473,1473
CT,2023,April,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1465,1465
CT,2023,May,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1469,1469
CT,2023,June,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1462,1462
CT,2023,July,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1458,1458
CT,2023,August,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1453,1453
CT,2023,September,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1433,1433
CT,2023,October,12 month-ending,Number of Drug Overdose Deaths,100,0,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1379,1379
CT,2023,November,12 month-ending,Number of Drug Overdose Deaths,100,0.003007519,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1352,1352
CT,2023,December,12 month-ending,Number of Drug Overdose Deaths,100,0.006078843,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1330,1330
CT,2024,January,12 month-ending,Number of Drug Overdose Deaths,100,0.0060818,Connecticut,Underreported due to incomplete data.,*,1325,1325
CT,2024,February,12 month-ending,Number of Drug Overdose Deaths,100,0.006076626,Connecticut,Underreported due to incomplete data.,*,1288,1288
CT,2024,March,12 month-ending,Number of Drug Overdose Deaths,100,0.006043939,Connecticut,Underreported due to incomplete data.,*,1286,1286
CT,2024,April,12 month-ending,Number of Drug Overdose Deaths,100,0.006024096,Connecticut,Underreported due to incomplete data.,*,1255,1255
CT,2024,May,12 month-ending,Number of Drug Overdose Deaths,100,0.006028454,Connecticut,Underreported due to incomplete data.,*,1207,1207
CT,2024,June,12 month-ending,Number of Drug Overdose Deaths,100,0.006013591,Connecticut,Underreported due to incomplete data.,*,1191,1191
CT,2024,July,12 month-ending,Number of Drug Overdose Deaths,100,0.009031248,Connecticut,Underreported due to incomplete data.,*,1147,1147
CT,2024,August,12 month-ending,Number of Drug Overdose Deaths,100,0.009015507,Connecticut,Underreported due to incomplete data.,*,1114,1114
CT,2024,September,12 month-ending,Number of Drug Overdose Deaths,100,0.009040501,Connecticut,Underreported due to incomplete data.,*,1068,1068
CT,2024,October,12 month-ending,Number of Drug Overdose Deaths,100,0.012110936,Connecticut,Underreported due to incomplete data.,*,1058,1058
CT,2024,November,12 month-ending,Number of Drug Overdose Deaths,100,0.009114386,Connecticut,Underreported due to incomplete data.,*,1011,1011
CT,2024,December,12 month-ending,Number of Drug Overdose Deaths,100,0.00609366,Connecticut,Underreported due to incomplete data.,*,998,998
CT,2025,January,12 month-ending,Number of Drug Overdose Deaths,100,0.006064281,Connecticut,Underreported due to incomplete data.,*,956,956
